,Tokens
139311,the
139312,matched
139313,values
139314,of
139315,foo
139316,and
139317,bar
139318,?
139319,I
139320,'m
139321,trying
139322,to
139323,implement
139324,something
139325,like
139326,the
139327,many1
139328,monadic
139329,parser
139330,in
139331,Haskell
139332,","
139333,saving
139334,the
139335,result
139336,of
139337,parsing
139338,foo
139339,and
139340,bar
139341,in
139342,an
139343,Algebraic
139344,Data
139345,type
139346,","
139347,like
139348,How
139349,can
139350,I
139351,do
139352,this
139353,in
139354,python
139355,?
139356,I
139357,have
139358,some
139359,class
139360,instances
139361,that
139362,I
139363,pickle
139364,using
139365,__reduce__
139366,.
139367,These
139368,classes
139369,have
139370,members
139371,that
139372,I
139373,collect
139374,in
139375,another
139376,array
139377,.
139378,I
139379,need
139380,to
139381,pickle
139382,this
139383,array
139384,","
139385,but
139386,I
139387,can
139388,'t
139389,find
139390,the
139391,right
139392,way
139393,to
139394,do
139395,it
139396,.
139397,Just
139398,to
139399,clarify
139400,things
139401,","
139402,imagine
139403,I
139404,have
139405,classes
139406,that
139407,represent
139408,square
139409,","
139410,rectangle
139411,and
139412,circle
139413,.
139414,I
139415,create
139416,some
139417,"instances:
I can pickle the list 
but I need a way to pickle this array of the class instances properties
keeping the reference to the original objects so that if one object changes the relative property changes: imagine I call C.grow(2)"
139418,I
139419,expect
139420,to
139421,have
139422,dimensions
139423,[2]
139424,=12.
139425,To
139426,solve
139427,the
139428,problem
139429,I
139430,now
139431,pickle
139432,this
139433,dictionary
139434,:
139435,but
139436,I
139437,think
139438,this
139439,is
139440,a
139441,very
139442,poor
139443,solution
139444,.
139445,I
139446,appreciate
139447,any
139448,suggestion
139449,.
139450,If
139451,the
139452,issue
139453,is
139454,that
139455,your
139456,class
139457,methods
139458,are
139459,not
139460,able
139461,to
139462,be
139463,pickled
139464,","
139465,then
139466,you
139467,might
139468,try
139469,dill
139470,.
139471,It
139472,typically
139473,can
139474,pickle
139475,class
139476,instances
139477,","
139478,class
139479,methods
139480,","
139481,and
139482,instance
139483,methods
139484,.
139485,The
139486,only
139487,way
139488,to
139489,keep
139490,the
139491,original
139492,reference
139493,of
139494,the
139495,objects
139496,if
139497,you
139498,have
139499,things
139500,like
139501,A
139502,.side
139503,which
139504,is
139505,an
139506,int
139507,is
139508,to
139509,either
139510,keep
139511,it
139512,in
139513,a
139514,list
139515,or
139516,a
139517,class
139518,of
139519,it
139520,'s
139521,own
139522,.
139523,For
139524,example
139525,","
139526,you
139527,can
139528,do
139529,"this:
Now, you can make Square, Rectangle and Circle such that they use the class Value for each of their variables.
and then use it in dimensions like dimensions = [A.side, ...]
Note, now that A.side is a class - the value cannot be seen using print(A.side)"
139530,but
139531,can
139532,be
139533,seen
139534,using
139535,print
139536,(A.side.value)
139537,I
139538,came
139539,out
139540,with
139541,this
139542,"solution:
I don't think this is the ideal solution but, at least, with it I don't have to change the other classes (Square, Rectangle, Circle in the example)"
139543,.
139544,Thank
139545,you
139546,all
139547,for
139548,your
139549,help
139550,.
139551,I
139552,have
139553,a
139554,column
139555,called
139556,maturity_dt
139557,filled
139558,with
139559,datetime
139560,objects
139561,in
139562,my
139563,dataframe
139564,df
139565,","
139566,and
139567,I
139568,am
139569,just
139570,trying
139571,to
139572,select
139573,only
139574,the
139575,rows
139576,in
139577,the
139578,column
139579,which
139580,have
139581,a
139582,maturity_dt
139583,in
139584,August
139585,or
139586,February
139587,.
139588,So
139589,","
139590,I
139591,am
139592,trying
139593,to
139594,delete
139595,all
139596,the
139597,rows
139598,that
139599,do
139600,not
139601,correspond
139602,with
139603,these
139604,months
139605,dynamically
139606,using
139607,the
139608,code
139609,below
139610,.
139611,However
139612,","
139613,I
139614,get
139615,the
139616,error
139617,IndexError
139618,:
139619,index
139620,109235
139621,is
139622,out
139623,of
139624,bounds
139625,for
139626,axis
139627,0
139628,with
139629,size
139630,44681
139631,despite
139632,using
139633,reset_index
139634,","
139635,so
139636,I
139637,am
139638,wondering
139639,if
139640,there
139641,is
139642,another
139643,way
139644,to
139645,delete
139646,rows
139647,dynamically
139648,.
139649,Thank
139650,You
139651,Can
139652,you
139653,reindex
139654,by
139655,date
139656,?
139657,This
139658,would
139659,work
139660,:
139661,A
139662,couple
139663,of
139664,"things:
(a)"
139665,you
139666,have
139667,to
139668,wait
139669,until
139670,the
139671,page
139672,is
139673,loaded
139674,(or
139675,at
139676,least
139677,the
139678,part
139679,of
139680,the
139681,page
139682,that
139683,you
139684,are
139685,interested
139686,in
139687,)
139688,(b)
139689,only
139690,maximized
139691,browser
139692,window
139693,works
139694,for
139695,me
139696,(depends
139697,on
139698,device
139699,/resolution)
139700,(c)
139701,you
139702,are
139703,trying
139704,to
139705,click
139706,the
139707,wrong
139708,element
139709,Read
139710,the
139711,documentation
139712,regards
139713,waiting
139714,in
139715,selenium
139716,.
139717,EDIT
139718,Manged
139719,to
139720,get
139721,one
139722,step
139723,further
139724,(switch
139725,to
139726,iframe
139727,"),"
139728,but
139729,the
139730,following
139731,code
139732,raises
139733,selenium
139734,.common.exceptions.ElementNotVisibleException:
139735,Message
139736,:
139737,Element
139738,is
139739,not
139740,currently
139741,visible
139742,and
139743,so
139744,may
139745,not
139746,be
139747,interacted
139748,with
139749,To
139750,enter
139751,text
139752,into
139753,an
139754,input
139755,box
139756,with
139757,Selenium
139758,"(e.g,"
139759,your
139760,user
139761,name
139762,into
139763,the
139764,username
139765,field
139766,"),"
139767,use
139768,the
139769,send_keys
139770,method
139771,of
139772,the
139773,"element:
You can also try Selenium's action_chains module, as in the following code (untested)"
139774,","
139775,to
139776,get
139777,past
139778,the
139779,roadblock
139780,from
139781,@dm295's
139782,answer
139783,:
139784,I
139785,am
139786,getting
139787,very
139788,frustrated
139789,trying
139790,to
139791,login
139792,to
139793,costar
139794,.com
139795,with
139796,python
139797,and
139798,selenium
139799,.
139800,I
139801,have
139802,tried
139803,it
139804,on
139805,the
139806,chrome
139807,browser
139808,and
139809,firefox
139810,browser
139811,","
139812,but
139813,can
139814,'t
139815,figure
139816,out
139817,the
139818,correct
139819,code
139820,.
139821,I
139822,have
139823,logged
139824,into
139825,other
139826,websites
139827,","
139828,but
139829,cannot
139830,figure
139831,out
139832,how
139833,to
139834,input
139835,text
139836,into
139837,the
139838,login
139839,boxes
139840,for
139841,this
139842,site
139843,.
139844,Here
139845,'s
139846,what
139847,I
139848,have
139849,so
139850,far
139851,:
139852,How
139853,is
139854,it
139855,possible
139856,that
139857,there
139858,can
139859,be
139860,a
139861,list
139862,of
139863,elements
139864,","
139865,but
139866,yet
139867,not
139868,have
139869,an
139870,initial
139871,element
139872,?
139873,If
139874,anyone
139875,can
139876,figure
139877,out
139878,how
139879,to
139880,input
139881,text
139882,into
139883,the
139884,username
139885,and
139886,password
139887,text
139888,boxes
139889,of
139890,costar
139891,".com,"
139892,I
139893,will
139894,be
139895,greatly
139896,appreciative
139897,.
139898,I
139899,can
139900,'t
139901,figure
139902,this
139903,out
139904,for
139905,the
139906,life
139907,of
139908,me
139909,!
139910,Hello
139911,everyone
139912,","
139913,First
139914,of
139915,all
139916,I
139917,am
139918,a
139919,newbie
139920,to
139921,coding
139922,and
139923,I
139924,am
139925,learning
139926,now
139927,.
139928,So
139929,","
139930,please
139931,excuse
139932,me
139933,for
139934,my
139935,doubt
139936,!
139937,My
139938,data
139939,is
139940,as
139941,follows
139942,:
139943,and
139944,so
139945,on
139946,....
139947,till
139948,Topic
139949,100
139950,with
139951,the
139952,same
139953,format
139954,.
139955,Here
139956,the
139957,first
139958,line
139959,is
139960,the
139961,topic
139962,number
139963,and
139964,it
139965,'s
139966,weight
139967,.
139968,The
139969,following
139970,are
139971,the
139972,words
139973,in
139974,that
139975,topics
139976,and
139977,their
139978,weights
139979,in
139980,that
139981,topic
139982,.
139983,I
139984,want
139985,to
139986,find
139987,the
139988,probability
139989,of
139990,each
139991,of
139992,the
139993,word
139994,.
139995,That
139996,is
139997,divide
139998,each
139999,of
140000,the
140001,word
140002,'s
140003,weight
140004,with
140005,it
140006,'s
140007,respective
140008,topic
140009,weight
140010,.
140011,For
140012,example
140013,","
140014,and
140015,so
140016,on
140017,...
140018,where
140019,these
140020,values
140021,are
140022,the
140023,results
140024,of
140025,the
140026,word
140027,'s
140028,weight
140029,/the
140030,topic
140031,weight
140032,.
140033,If
140034,it
140035,is
140036,a
140037,normal
140038,column
140039,division
140040,then
140041,","
140042,I
140043,would
140044,have
140045,used
140046,col2
140047,/col1
140048,technique
140049,but
140050,this
140051,quite
140052,challenging
140053,.
140054,So
140055,","
140056,please
140057,guide
140058,me
140059,.
140060,Thanks
140061,in
140062,advance
140063,!
140064,You
140065,don
140066,'t
140067,say
140068,anything
140069,at
140070,all
140071,about
140072,what
140073,you
140074,want
140075,your
140076,output
140077,format
140078,to
140079,look
140080,like
140081,","
140082,or
140083,even
140084,give
140085,an
140086,example
140087,of
140088,such
140089,","
140090,but
140091,this
140092,should
140093,at
140094,least
140095,point
140096,you
140097,in
140098,the
140099,right
140100,direction
140101,...
140102,Suggested
140103,python
140104,starting
140105,point
140106,","
140107,which
140108,is
140109,what
140110,your
140111,edit
